Value,Avg3,Stdev3,Minimum3,Maximum3,Fluctuation3,Avg5,Stdev5,Minimum5,Maximum5,Fluctuation5,Avg7,Stdev7,Minimum7,Maximum7,Fluctuation7,Hour,Minute,Second,Microsecond,
12.7,12.3,0.6244997998398396,11.8,13.0,1.1999999999999993,11.88,0.7259476565152614,11.2,13.0,1.8000000000000007,11.771428571428572,0.6210590034081188,11.2,13.0,1.8000000000000007,7,54,6,637140,
11.2,12.6,0.4582575694955841,12.1,13.0,0.9000000000000004,12.18,0.6833739825307951,11.3,13.0,1.6999999999999993,11.942857142857143,0.6948792289723033,11.2,13.0,1.8000000000000007,7,54,6,737903,
11.7,12.299999999999999,0.9643650760992958,11.2,13.0,1.8000000000000007,12.16,0.7162401831787993,11.2,13.0,1.8000000000000007,11.9,0.7348469228349533,11.2,13.0,1.8000000000000007,7,54,6,838629,
12.1,11.866666666666665,0.7637626158259734,11.2,12.7,1.5,12.139999999999999,0.7300684899377594,11.2,13.0,1.8000000000000007,11.971428571428572,0.677530529974568,11.2,13.0,1.8000000000000007,7,54,6,939341,
11.9,11.666666666666666,0.4509249752822896,11.2,12.1,0.9000000000000004,12.139999999999999,0.7300684899377594,11.2,13.0,1.8000000000000007,12.085714285714285,0.6094494002200441,11.2,13.0,1.8000000000000007,7,54,7,40091,
12.4,11.9,0.20000000000000018,11.7,12.1,0.40000000000000036,11.92,0.5495452665613635,11.2,12.7,1.5,12.1,0.602771377334171,11.2,13.0,1.8000000000000007,7,54,7,140703,
12.2,12.133333333333333,0.2516611478423584,11.9,12.4,0.5,11.86,0.4505552130427528,11.2,12.4,1.200000000000001,12.142857142857142,0.6133436852128473,11.2,13.0,1.8000000000000007,7,54,7,241463,
11.8,12.166666666666666,0.25166114784235827,11.9,12.4,0.5,12.06,0.2701851217221261,11.7,12.4,0.7000000000000011,12.028571428571428,0.48892496259407653,11.2,12.7,1.5,7,54,7,342177,
11.4,12.133333333333333,0.305505046330389,11.8,12.4,0.5999999999999996,12.08,0.23874672772626618,11.8,12.4,0.5999999999999996,11.9,0.39157800414902455,11.2,12.4,1.200000000000001,7,54,7,442891,
12.1,11.8,0.39999999999999947,11.4,12.2,0.7999999999999989,11.94,0.3847076812334267,11.4,12.4,1.0,11.928571428571429,0.33523268393901023,11.4,12.4,1.0,7,54,7,543651,
12.9,11.766666666666667,0.3511884584284243,11.4,12.1,0.6999999999999993,11.98,0.3898717737923583,11.4,12.4,1.0,11.985714285714286,0.3236694374850746,11.4,12.4,1.0,7,54,7,644330,
12.1,12.133333333333333,0.7505553499465135,11.4,12.9,1.5,12.08,0.5540758070878027,11.4,12.9,1.5,12.1,0.47609522856952324,11.4,12.9,1.5,7,54,7,745125,
11.0,12.366666666666667,0.46188021535170104,12.1,12.9,0.8000000000000007,12.06,0.5504543577809153,11.4,12.9,1.5,12.128571428571428,0.46802523334497576,11.4,12.9,1.5,7,54,7,845929,
12.0,12.0,0.9539392014169458,11.0,12.9,1.9000000000000004,11.9,0.7314369419163897,11.0,12.9,1.9000000000000004,11.928571428571429,0.6102302453836194,11.0,12.9,1.9000000000000004,7,54,7,946554,
12.2,11.7,0.6082762530298218,11.0,12.1,1.0999999999999996,12.02,0.6760177512462229,11.0,12.9,1.9000000000000004,11.9,0.6,11.0,12.9,1.9000000000000004,7,54,8,47248,
12.9,11.733333333333333,0.6429100507328634,11.0,12.2,1.1999999999999993,12.04,0.68044103344816,11.0,12.9,1.9000000000000004,11.957142857142857,0.6078847008469694,11.0,12.9,1.9000000000000004,7,54,8,147952,
12.1,12.366666666666667,0.47258156262526113,12.0,12.9,0.9000000000000004,12.04,0.68044103344816,11.0,12.9,1.9000000000000004,12.17142857142857,0.6421689437998014,11.0,12.9,1.9000000000000004,7,54,8,248746,
12.3,12.4,0.43588989435406783,12.1,12.9,0.8000000000000007,12.04,0.68044103344816,11.0,12.9,1.9000000000000004,12.17142857142857,0.6421689437998014,11.0,12.9,1.9000000000000004,7,54,8,349444,
12.9,12.433333333333334,0.41633319989322676,12.1,12.9,0.8000000000000007,12.3,0.35355339059327406,12.0,12.9,0.9000000000000004,12.085714285714285,0.5639993245521117,11.0,12.9,1.9000000000000004,7,54,8,450206,
12.3,12.433333333333334,0.41633319989322676,12.1,12.9,0.8000000000000007,12.48,0.3898717737923589,12.1,12.9,0.8000000000000007,12.2,0.6429100507328639,11.0,12.9,1.9000000000000004,7,54,8,550926,
12.1,12.5,0.34641016151377524,12.3,12.9,0.5999999999999996,12.5,0.3741657386773942,12.1,12.9,0.8000000000000007,12.385714285714286,0.3670993118515818,12.0,12.9,0.9000000000000004,7,54,8,651538,
12.5,12.433333333333334,0.41633319989322676,12.1,12.9,0.8000000000000007,12.34,0.3286335345030999,12.1,12.9,0.8000000000000007,12.4,0.3511884584284249,12.1,12.9,0.8000000000000007,7,54,8,752299,
11.8,12.3,0.20000000000000018,12.1,12.5,0.40000000000000036,12.42,0.3033150177620621,12.1,12.9,0.8000000000000007,12.442857142857143,0.34086724129853885,12.1,12.9,0.8000000000000007,7,54,8,852973,
12.1,12.133333333333333,0.3511884584284243,11.8,12.5,0.6999999999999993,12.32,0.41472882706655434,11.8,12.9,1.0999999999999996,12.285714285714286,0.3484660262185848,11.8,12.9,1.0999999999999996,7,54,8,953639,
12.2,12.133333333333333,0.3511884584284243,11.8,12.5,0.6999999999999993,12.16,0.26076809620810587,11.8,12.5,0.6999999999999993,12.285714285714286,0.3484660262185848,11.8,12.9,1.0999999999999996,7,54,9,54267,
12.0,12.033333333333333,0.20816659994661255,11.8,12.2,0.3999999999999986,12.14,0.2509980079602224,11.8,12.5,0.6999999999999993,12.271428571428572,0.3498298906339371,11.8,12.9,1.0999999999999996,7,54,9,154915,
11.2,12.1,0.09999999999999964,12.0,12.2,0.1999999999999993,12.12,0.2588435821108954,11.8,12.5,0.6999999999999993,12.142857142857142,0.2225394561056746,11.8,12.5,0.6999999999999993,7,54,9,255607,
11.4,11.799999999999999,0.5291502622129183,11.2,12.2,1.0,11.86,0.3974921382870359,11.2,12.2,1.0,11.985714285714286,0.40590873945002076,11.2,12.5,1.3000000000000007,7,54,9,356231,
12.6,11.533333333333333,0.41633319989322676,11.2,12.0,0.8000000000000007,11.78,0.4494441010848846,11.2,12.2,1.0,11.885714285714286,0.45617456975947057,11.2,12.5,1.3000000000000007,7,54,9,456832,
12.1,11.733333333333333,0.7571877794400365,11.2,12.6,1.4000000000000004,11.879999999999999,0.5761944116355172,11.2,12.6,1.4000000000000004,11.9,0.47958315233127186,11.2,12.6,1.4000000000000004,7,54,9,557474,
11.9,12.033333333333333,0.6027713773341704,11.4,12.6,1.1999999999999993,11.86,0.5639148871948674,11.2,12.6,1.4000000000000004,11.942857142857143,0.48255273583012953,11.2,12.6,1.4000000000000004,7,54,9,658103,
12.3,12.2,0.3605551275463986,11.9,12.6,0.6999999999999993,11.84,0.5594640292279746,11.2,12.6,1.4000000000000004,11.914285714285715,0.4775931721614517,11.2,12.6,1.4000000000000004,7,54,9,758709,
11.8,12.1,0.20000000000000018,11.9,12.3,0.40000000000000036,12.06,0.4505552130427522,11.4,12.6,1.1999999999999993,11.928571428571429,0.48892496259407653,11.2,12.6,1.4000000000000004,7,54,9,859325,
11.5,12.0,0.26457513110645914,11.8,12.3,0.5,12.14,0.32093613071762395,11.8,12.6,0.7999999999999989,11.9,0.4898979485566357,11.2,12.6,1.4000000000000004,7,54,9,959966,
11.2,11.866666666666667,0.40414518843273833,11.5,12.3,0.8000000000000007,11.92,0.3033150177620621,11.5,12.3,0.8000000000000007,11.942857142857143,0.4276179870598789,11.4,12.6,1.1999999999999993,7,54,10,60499,
11.9,11.5,0.3000000000000007,11.2,11.8,0.6000000000000014,11.74,0.4159326868617089,11.2,12.3,1.1000000000000014,11.914285714285715,0.47409060817728177,11.2,12.6,1.4000000000000004,7,54,10,161052,
12.2,11.533333333333333,0.35118845842842517,11.2,11.9,0.7000000000000011,11.74,0.4159326868617089,11.2,12.3,1.1000000000000014,11.814285714285715,0.3670993118515819,11.2,12.3,1.1000000000000014,7,54,10,261662,
12.6,11.766666666666666,0.5131601439446886,11.2,12.2,1.0,11.72,0.3834057902536164,11.2,12.2,1.0,11.82857142857143,0.3817254061682113,11.2,12.3,1.1000000000000014,7,54,10,362252,
11.8,12.233333333333333,0.3511884584284243,11.9,12.6,0.6999999999999993,11.879999999999999,0.5540758070878027,11.2,12.6,1.4000000000000004,11.928571428571429,0.48205907561309586,11.2,12.6,1.4000000000000004,7,54,10,462945,
12.1,12.2,0.39999999999999947,11.8,12.6,0.7999999999999989,11.94,0.5176871642217914,11.2,12.6,1.4000000000000004,11.857142857142858,0.45408201482824245,11.2,12.6,1.4000000000000004,7,54,10,563622,
12.6,12.166666666666666,0.40414518843273756,11.8,12.6,0.7999999999999989,12.12,0.3114482300479483,11.8,12.6,0.7999999999999989,11.9,0.46188021535170054,11.2,12.6,1.4000000000000004,7,54,10,664181,
11.8,12.166666666666666,0.40414518843273756,11.8,12.6,0.7999999999999989,12.26,0.343511280746353,11.8,12.6,0.7999999999999989,12.057142857142857,0.4894116973712515,11.2,12.6,1.4000000000000004,7,54,10,764644,
11.9,12.166666666666666,0.40414518843273756,11.8,12.6,0.7999999999999989,12.18,0.40249223594996164,11.8,12.6,0.7999999999999989,12.142857142857142,0.3457221565416501,11.8,12.6,0.7999999999999989,7,54,10,865021,
11.2,12.1,0.43588989435406683,11.8,12.6,0.7999999999999989,12.040000000000001,0.33615472627943177,11.8,12.6,0.7999999999999989,12.142857142857142,0.3457221565416501,11.8,12.6,0.7999999999999989,7,54,10,965664,
12.6,11.633333333333333,0.37859388972001895,11.2,11.9,0.7000000000000011,11.92,0.5069516742254631,11.2,12.6,1.4000000000000004,12.0,0.4932882862316247,11.2,12.6,1.4000000000000004,7,54,11,66030,
11.4,11.9,0.7000000000000002,11.2,12.6,1.4000000000000004,12.02,0.593295878967653,11.2,12.6,1.4000000000000004,12.0,0.4932882862316247,11.2,12.6,1.4000000000000004,7,54,11,166595,
11.9,11.733333333333333,0.7571877794400365,11.2,12.6,1.4000000000000004,11.78,0.5403702434442519,11.2,12.6,1.4000000000000004,11.942857142857143,0.5411627692821659,11.2,12.6,1.4000000000000004,7,54,11,267244,
11.1,11.966666666666667,0.6027713773341704,11.4,12.6,1.1999999999999993,11.8,0.5431390245600108,11.2,12.6,1.4000000000000004,11.914285714285715,0.5367450401216932,11.2,12.6,1.4000000000000004,7,54,11,367908,
13.0,11.466666666666667,0.40414518843273833,11.1,11.9,0.8000000000000007,11.64,0.6188699378706322,11.1,12.6,1.5,11.7,0.5163977794943223,11.1,12.6,1.5,7,54,11,468590,
12.5,12.0,0.9539392014169458,11.1,13.0,1.9000000000000004,12.0,0.7968688725254613,11.1,13.0,1.9000000000000004,11.871428571428572,0.7158079018709925,11.1,13.0,1.9000000000000004,7,54,11,569068,
12.3,12.2,0.9848857801796107,11.1,13.0,1.9000000000000004,11.98,0.7791020472312982,11.1,13.0,1.9000000000000004,11.957142857142857,0.7546680127869536,11.1,13.0,1.9000000000000004,7,54,11,669501,
12.8,12.6,0.3605551275463986,12.3,13.0,0.6999999999999993,12.16,0.7127411872482187,11.1,13.0,1.9000000000000004,12.114285714285714,0.6817344825970774,11.1,13.0,1.9000000000000004,7,54,11,770150,
12.4,12.533333333333333,0.2516611478423584,12.3,12.8,0.5,12.34,0.7436396977031285,11.1,13.0,1.9000000000000004,12.142857142857142,0.7091242083423348,11.1,13.0,1.9000000000000004,7,54,11,870579,
12.2,12.5,0.26457513110645914,12.3,12.8,0.5,12.6,0.2915475947422649,12.3,13.0,0.6999999999999993,12.285714285714286,0.6309478885734053,11.1,13.0,1.9000000000000004,7,54,11,971081,
11.8,12.466666666666667,0.30550504633039,12.2,12.8,0.6000000000000014,12.44,0.23021728866442712,12.2,12.8,0.6000000000000014,12.32857142857143,0.6102302453836197,11.1,13.0,1.9000000000000004,7,54,12,71841,
12.4,12.133333333333333,0.305505046330389,11.8,12.4,0.5999999999999996,12.3,0.360555127546399,11.8,12.8,1.0,12.428571428571429,0.39460649476951803,11.8,13.0,1.1999999999999993,7,54,12,172302,
11.7,12.133333333333333,0.305505046330389,11.8,12.4,0.5999999999999996,12.32,0.3633180424916991,11.8,12.8,1.0,12.342857142857143,0.30472470011002206,11.8,12.8,1.0,7,54,12,272938,
12.3,11.966666666666667,0.37859388972001856,11.7,12.4,0.7000000000000011,12.1,0.33166247903554014,11.7,12.4,0.7000000000000011,12.22857142857143,0.3773340063934771,11.7,12.8,1.1000000000000014,7,54,12,373407,
11.3,12.133333333333333,0.37859388972001895,11.7,12.4,0.7000000000000011,12.08,0.31144823004794897,11.7,12.4,0.7000000000000011,12.22857142857143,0.3773340063934771,11.7,12.8,1.1000000000000014,7,54,12,474177,
11.5,11.766666666666667,0.5033222956847168,11.3,12.3,1.0,11.9,0.4527692569068709,11.3,12.4,1.0999999999999996,12.014285714285714,0.4220133150686576,11.3,12.4,1.0999999999999996,7,54,12,574862,
13.0,11.700000000000001,0.5291502622129183,11.3,12.3,1.0,11.84,0.48785243670601885,11.3,12.4,1.0999999999999996,11.885714285714286,0.4220133150686576,11.3,12.4,1.0999999999999996,7,54,12,675465,
11.1,11.933333333333334,0.9291573243177568,11.3,13.0,1.6999999999999993,11.96,0.6913754406977441,11.3,13.0,1.6999999999999993,12.0,0.594418483337567,11.3,13.0,1.6999999999999993,7,54,12,776098,
12.7,11.866666666666667,1.0016652800877814,11.1,13.0,1.9000000000000004,11.84,0.792464510246358,11.1,13.0,1.9000000000000004,11.9,0.6855654600401045,11.1,13.0,1.9000000000000004,7,54,12,876700,
12.5,12.266666666666666,1.021436896402971,11.1,13.0,1.9000000000000004,11.92,0.8671793355471518,11.1,13.0,1.9000000000000004,11.942857142857143,0.7299706452023552,11.1,13.0,1.9000000000000004,7,54,12,977310,
11.1,12.1,0.8717797887081347,11.1,12.7,1.5999999999999996,12.16,0.817312669668102,11.1,13.0,1.9000000000000004,12.057142857142857,0.7480132415430956,11.1,13.0,1.9000000000000004,7,54,13,77966,
12.8,12.1,0.8717797887081347,11.1,12.7,1.5999999999999996,12.08,0.9121403400793104,11.1,13.0,1.9000000000000004,11.885714285714286,0.8173709305420874,11.1,13.0,1.9000000000000004,7,54,13,178564,
11.3,12.133333333333333,0.9073771725877471,11.1,12.8,1.700000000000001,12.04,0.8648699324175864,11.1,12.8,1.700000000000001,12.1,0.8346656017032611,11.1,13.0,1.9000000000000004,7,54,13,279258,
11.2,11.733333333333334,0.9291573243177573,11.1,12.8,1.700000000000001,12.08,0.8136338242723197,11.1,12.8,1.700000000000001,12.071428571428571,0.8616153157766826,11.1,13.0,1.9000000000000004,7,54,13,379997,
12.9,11.766666666666667,0.8962886439832506,11.2,12.8,1.6000000000000014,11.78,0.8043631020876085,11.1,12.8,1.700000000000001,11.814285714285715,0.8050436249640378,11.1,12.8,1.700000000000001,7,54,13,480734,
12.6,11.8,0.9539392014169459,11.2,12.9,1.700000000000001,11.86,0.9071934744033384,11.1,12.9,1.8000000000000007,12.071428571428571,0.8260635280539582,11.1,12.9,1.8000000000000007,7,54,13,581522,
11.3,12.233333333333333,0.9073771725877471,11.2,12.9,1.700000000000001,12.16,0.8384509526501835,11.2,12.9,1.700000000000001,12.057142857142857,0.8141603913585721,11.1,12.9,1.8000000000000007,7,54,13,682223,
12.9,12.266666666666667,0.8504900548115378,11.3,12.9,1.5999999999999996,11.86,0.8203657720797473,11.2,12.9,1.700000000000001,11.885714285714286,0.8315218406203,11.1,12.9,1.8000000000000007,7,54,13,782917,
12.1,12.266666666666667,0.8504900548115378,11.3,12.9,1.5999999999999996,12.18,0.8584870412533903,11.2,12.9,1.700000000000001,12.142857142857142,0.8263517065131184,11.2,12.9,1.700000000000001,7,54,13,883547,
12.4,12.1,0.7999999999999998,11.3,12.9,1.5999999999999996,12.36,0.6767569726275451,11.3,12.9,1.5999999999999996,12.042857142857143,0.7742892285985964,11.2,12.9,1.700000000000001,7,54,13,984237,
12.1,12.466666666666667,0.40414518843273833,12.1,12.9,0.8000000000000007,12.26,0.6107372593840986,11.3,12.9,1.5999999999999996,12.2,0.7071067811865477,11.2,12.9,1.700000000000001,7,54,14,85064,
11.3,12.2,0.17320508075688815,12.1,12.4,0.3000000000000007,12.16,0.5813776741499452,11.3,12.9,1.5999999999999996,12.32857142857143,0.561884583979918,11.3,12.9,1.5999999999999996,7,54,14,185763,
12.4,11.933333333333334,0.5686240703077323,11.3,12.4,1.0999999999999996,12.16,0.5813776741499452,11.3,12.9,1.5999999999999996,12.1,0.613731754650732,11.3,12.9,1.5999999999999996,7,54,14,286475,
12.0,11.933333333333334,0.5686240703077323,11.3,12.4,1.0999999999999996,12.06,0.4505552130427522,11.3,12.4,1.0999999999999996,12.071428571428571,0.590802521192673,11.3,12.9,1.5999999999999996,7,54,14,387284,
12.1,11.9,0.556776436283002,11.3,12.4,1.0999999999999996,12.040000000000001,0.4505552130427522,11.3,12.4,1.0999999999999996,12.17142857142857,0.48892496259407636,11.3,12.9,1.5999999999999996,7,54,14,487927,
11.3,12.166666666666666,0.20816659994661352,12.0,12.4,0.40000000000000036,11.98,0.4086563348340507,11.3,12.4,1.0999999999999996,12.057142857142857,0.3690399384761439,11.3,12.4,1.0999999999999996,7,54,14,588417,
11.1,11.8,0.43588989435406683,11.3,12.1,0.7999999999999989,11.82,0.49699094559156676,11.3,12.4,1.0999999999999996,11.942857142857143,0.46496287614225285,11.3,12.4,1.0999999999999996,7,54,14,688942,
12.4,11.5,0.5291502622129179,11.1,12.1,1.0,11.78,0.5540758070878027,11.1,12.4,1.3000000000000007,11.757142857142858,0.5094347941825424,11.1,12.4,1.3000000000000007,7,54,14,789504,
12.3,11.6,0.7000000000000002,11.1,12.4,1.3000000000000007,11.78,0.5540758070878027,11.1,12.4,1.3000000000000007,11.8,0.5537749241945383,11.1,12.4,1.3000000000000007,7,54,14,890096,
12.8,11.933333333333334,0.7234178138070241,11.1,12.4,1.3000000000000007,11.84,0.5983310120660638,11.1,12.4,1.3000000000000007,11.942857142857143,0.5318431562567512,11.1,12.4,1.3000000000000007,7,54,14,990927,
12.1,12.5,0.26457513110645914,12.3,12.8,0.5,11.98,0.7395944834840241,11.1,12.8,1.700000000000001,12.0,0.6055300708194985,11.1,12.8,1.700000000000001,7,54,15,91673,
12.9,12.4,0.36055512754639935,12.1,12.8,0.7000000000000011,12.14,0.6348228099241555,11.1,12.8,1.700000000000001,12.014285714285714,0.6067085281214022,11.1,12.8,1.700000000000001,7,54,15,192471,
12.4,12.6,0.43588989435406783,12.1,12.9,0.8000000000000007,12.5,0.33911649915626363,12.1,12.9,0.8000000000000007,12.128571428571428,0.6945365018348226,11.1,12.9,1.8000000000000007,7,54,15,293194,
11.0,12.466666666666667,0.40414518843273833,12.1,12.9,0.8000000000000007,12.5,0.33911649915626363,12.1,12.9,0.8000000000000007,12.285714285714286,0.5928141120356125,11.1,12.9,1.8000000000000007,7,54,15,393763,
11.4,12.1,0.9848857801796107,11.0,12.9,1.9000000000000004,12.24,0.7635443667528432,11.0,12.9,1.9000000000000004,12.271428571428572,0.6264031867582992,11.0,12.9,1.9000000000000004,7,54,15,494403,
11.1,11.6,0.721110255092798,11.0,12.4,1.4000000000000004,11.96,0.763544366752843,11.0,12.9,1.9000000000000004,12.128571428571428,0.7016986193380693,11.0,12.9,1.9000000000000004,7,54,15,595074,
11.8,11.166666666666666,0.20816659994661352,11.0,11.4,0.40000000000000036,11.76,0.8443932733033822,11.0,12.9,1.9000000000000004,11.957142857142857,0.7934253648099548,11.0,12.9,1.9000000000000004,7,54,15,695647,
12.9,11.433333333333334,0.35118845842842517,11.1,11.8,0.7000000000000011,11.540000000000001,0.5727128425310544,11.0,12.4,1.4000000000000004,11.814285714285715,0.7010196655077314,11.0,12.9,1.9000000000000004,7,54,15,796334,
12.8,11.933333333333334,0.9073771725877469,11.1,12.9,1.8000000000000007,11.64,0.7700649323271385,11.0,12.9,1.9000000000000004,11.928571428571429,0.8118174789000415,11.0,12.9,1.9000000000000004,7,54,15,897111,
12.0,12.5,0.6082762530298218,11.8,12.9,1.0999999999999996,12.0,0.8154753215150048,11.1,12.9,1.8000000000000007,11.914285714285715,0.7925245977856072,11.0,12.9,1.9000000000000004,7,54,15,997640,
11.9,12.566666666666666,0.493288286231625,12.0,12.9,0.9000000000000004,12.120000000000001,0.7463243262818119,11.1,12.9,1.8000000000000007,11.857142857142858,0.7656307701434657,11.0,12.9,1.9000000000000004,7,54,16,98205,
12.1,12.233333333333334,0.493288286231625,11.9,12.8,0.9000000000000004,12.280000000000001,0.5263078946776307,11.8,12.9,1.0999999999999996,11.985714285714286,0.6669047194029332,11.1,12.9,1.8000000000000007,7,54,16,198955,
12.8,12.0,0.09999999999999964,11.9,12.1,0.1999999999999993,12.34,0.47222875812470405,11.9,12.9,1.0,12.085714285714285,0.6148944934663494,11.1,12.9,1.8000000000000007,7,54,16,299658,
11.3,12.266666666666667,0.47258156262526113,11.9,12.8,0.9000000000000004,12.32,0.4438468204234433,11.9,12.8,0.9000000000000004,12.32857142857143,0.4820590756130959,11.8,12.9,1.0999999999999996,7,54,16,400327,
12.5,12.066666666666666,0.7505553499465134,11.3,12.8,1.5,12.02,0.535723809439155,11.3,12.8,1.5,12.257142857142858,0.5968169536721257,11.3,12.9,1.5999999999999996,7,54,16,501029,
11.7,12.200000000000001,0.7937253933193771,11.3,12.8,1.5,12.120000000000001,0.5761944116355172,11.3,12.8,1.5,12.200000000000001,0.5416025603090641,11.3,12.8,1.5,7,54,16,601694,
11.3,11.833333333333334,0.6110100926607784,11.3,12.5,1.1999999999999993,12.08,0.601664358259653,11.3,12.8,1.5,12.042857142857143,0.4961758520831866,11.3,12.8,1.5,7,54,16,702397,
12.4,11.833333333333334,0.6110100926607784,11.3,12.5,1.1999999999999993,11.92,0.6942621983083913,11.3,12.8,1.5,11.942857142857143,0.5711308748355985,11.3,12.8,1.5,7,54,16,803099,
12.0,11.8,0.5567764362830021,11.3,12.4,1.0999999999999996,11.84,0.5813776741499451,11.3,12.5,1.1999999999999993,12.014285714285714,0.5956189257922424,11.3,12.8,1.5,7,54,16,904628,
12.1,11.9,0.556776436283002,11.3,12.4,1.0999999999999996,11.98,0.496990945591567,11.3,12.5,1.1999999999999993,12.0,0.5944184833375669,11.3,12.8,1.5,7,54,17,5259,
11.9,12.166666666666666,0.20816659994661352,12.0,12.4,0.40000000000000036,11.9,0.41833001326703767,11.3,12.4,1.0999999999999996,11.9,0.4864839839775473,11.3,12.5,1.1999999999999993,7,54,17,105949,
11.3,12.0,0.09999999999999964,11.9,12.1,0.1999999999999993,11.94,0.40373258476372675,11.3,12.4,1.0999999999999996,11.985714285714286,0.40999419275794385,11.3,12.5,1.1999999999999993,7,54,17,206766,
12.0,11.766666666666667,0.41633319989322604,11.3,12.1,0.7999999999999989,11.94,0.40373258476372675,11.3,12.4,1.0999999999999996,11.814285714285715,0.40999419275794374,11.3,12.4,1.0999999999999996,7,54,17,307231,
12.2,11.733333333333334,0.3785938897200179,11.3,12.0,0.6999999999999993,11.86,0.3209361307176239,11.3,12.1,0.7999999999999989,11.857142857142858,0.41173269183270994,11.3,12.4,1.0999999999999996,7,54,17,408068,
11.5,11.833333333333334,0.47258156262526013,11.3,12.2,0.8999999999999986,11.9,0.3535533905932733,11.3,12.2,0.8999999999999986,11.985714285714286,0.34364987719368956,11.3,12.4,1.0999999999999996,7,54,17,508745,
12.0,11.9,0.3605551275463986,11.5,12.2,0.6999999999999993,11.78,0.37013511046643455,11.3,12.2,0.8999999999999986,11.857142857142858,0.3309438162646483,11.3,12.2,0.8999999999999986,7,54,17,609503,
12.4,11.9,0.3605551275463986,11.5,12.2,0.6999999999999993,11.8,0.380788655293195,11.3,12.2,0.8999999999999986,11.857142857142858,0.3309438162646483,11.3,12.2,0.8999999999999986,7,54,17,710460,
12.1,11.966666666666667,0.4509249752822896,11.5,12.4,0.9000000000000004,12.02,0.3346640106136302,11.5,12.4,0.9000000000000004,11.9,0.38297084310253504,11.3,12.4,1.0999999999999996,7,54,17,811204,
11.7,12.166666666666666,0.20816659994661352,12.0,12.4,0.40000000000000036,12.04,0.3361547262794322,11.5,12.4,0.9000000000000004,11.928571428571429,0.39036002917941304,11.3,12.4,1.0999999999999996,7,54,17,911810,
11.8,12.066666666666666,0.35118845842842517,11.7,12.4,0.7000000000000011,11.94,0.35071355833500384,11.5,12.4,0.9000000000000004,11.985714285714286,0.3023715784073819,11.5,12.4,0.9000000000000004,7,54,18,12396,
11.4,11.866666666666667,0.20816659994661324,11.7,12.1,0.40000000000000036,12.0,0.2738612787525832,11.7,12.4,0.7000000000000011,11.957142857142857,0.3101458950082625,11.5,12.4,0.9000000000000004,7,54,18,113088,
11.9,11.633333333333333,0.20816659994661324,11.4,11.8,0.40000000000000036,11.88,0.38340579025361626,11.4,12.4,1.0,11.842857142857143,0.35050983275386566,11.4,12.4,1.0,7,54,18,213911,
12.4,11.700000000000001,0.26457513110645914,11.4,11.9,0.5,11.78,0.2588435821108956,11.4,12.1,0.6999999999999993,11.9,0.31622776601683794,11.4,12.4,1.0,7,54,18,314671,
11.4,11.9,0.5,11.4,12.4,1.0,11.84,0.36469165057620945,11.4,12.4,1.0,11.957142857142857,0.3690399384761441,11.4,12.4,1.0,7,54,18,415379,
13.0,11.9,0.5,11.4,12.4,1.0,11.780000000000001,0.4147288270665544,11.4,12.4,1.0,11.814285714285715,0.36253078686998624,11.4,12.4,1.0,7,54,18,516185,
12.8,12.266666666666667,0.8082903768654759,11.4,13.0,1.5999999999999996,12.02,0.6870225614927066,11.4,13.0,1.5999999999999996,11.942857142857143,0.5769377287516763,11.4,13.0,1.5999999999999996,7,54,18,616736,
12.0,12.4,0.8717797887081347,11.4,13.0,1.5999999999999996,12.3,0.6557438524302001,11.4,13.0,1.5999999999999996,12.1,0.6454972243679027,11.4,13.0,1.5999999999999996,7,54,18,717477,
12.6,12.6,0.5291502622129183,12.0,13.0,1.0,12.32,0.6418722614352484,11.4,13.0,1.5999999999999996,12.128571428571428,0.6343350474165466,11.4,13.0,1.5999999999999996,7,54,18,818552,
11.6,12.466666666666667,0.41633319989322676,12.0,12.8,0.8000000000000007,12.36,0.654217089351845,11.4,13.0,1.5999999999999996,12.3,0.5627314338711377,11.4,13.0,1.5999999999999996,7,54,18,919206,
12.1,12.066666666666666,0.5033222956847166,11.6,12.6,1.0,12.4,0.5830951894845302,11.6,13.0,1.4000000000000004,12.257142857142858,0.6078847008469694,11.4,13.0,1.5999999999999996,7,54,19,19972,
11.0,12.1,0.5,11.6,12.6,1.0,12.22,0.4816637831516921,11.6,12.8,1.200000000000001,12.214285714285714,0.6067085281214021,11.4,13.0,1.5999999999999996,7,54,19,120613,
11.6,11.566666666666666,0.55075705472861,11.0,12.1,1.0999999999999996,11.86,0.5983310120660635,11.0,12.6,1.5999999999999996,12.157142857142857,0.7067699834626607,11.0,13.0,2.0,7,54,19,221601,
12.4,11.566666666666666,0.55075705472861,11.0,12.1,1.0999999999999996,11.78,0.6016643582596528,11.0,12.6,1.5999999999999996,11.957142857142857,0.6214422549122939,11.0,12.8,1.8000000000000007,7,54,19,322397,
12.2,11.666666666666666,0.7023769168568494,11.0,12.4,1.4000000000000004,11.74,0.5366563145999496,11.0,12.4,1.4000000000000004,11.9,0.5446711546122731,11.0,12.6,1.5999999999999996,7,54,19,423100,
11.9,12.066666666666666,0.41633319989322676,11.6,12.4,0.8000000000000007,11.86,0.5639148871948674,11.0,12.4,1.4000000000000004,11.928571428571429,0.555920515044749,11.0,12.6,1.5999999999999996,7,54,19,523723,
